"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-06-19",,"91","104","74"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-06-21",,"92","99",
"PKM00041764","HYDERABAD AIRPORT, PK","2000-06-22",,"84","99",
"PKM00041764","HYDERABAD AIRPORT, PK","2000-06-23",,"88",,"81"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-06-24",,"89",,"81"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-06-27",,"88",,"82"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-06-28",,"85",,
"PKM00041764","HYDERABAD AIRPORT, PK","2000-07-01",,"96","104",
"PKM00041764","HYDERABAD AIRPORT, PK","2000-07-09",,"86","99","81"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-09-24",,"91",,"80"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-10-03",,"81",,"74"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-10-04",,"92","106",
"PKM00041764","HYDERABAD AIRPORT, PK","2000-10-11",,"84","99","71"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-10-12",,"88",,
"PKM00041764","HYDERABAD AIRPORT, PK","2000-10-18",,"83",,
"PKM00041764","HYDERABAD AIRPORT, PK","2000-10-28",,"89","104",
"PKM00041764","HYDERABAD AIRPORT, PK","2000-11-06",,"83","97","68"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-11-09",,"80",,
"PKM00041764","HYDERABAD AIRPORT, PK","2000-11-10",,"78",,"70"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-11-11",,"83","96",
"PKM00041764","HYDERABAD AIRPORT, PK","2000-11-12",,"81","91",
"PKM00041764","HYDERABAD AIRPORT, PK","2000-11-14",,"72",,
"PKM00041764","HYDERABAD AIRPORT, PK","2000-11-17",,"70",,"59"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-11-18",,"75","83","63"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-11-19",,"67",,
"PKM00041764","HYDERABAD AIRPORT, PK","2000-11-20",,"73",,"57"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-11-21",,"79","90","62"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-11-22",,"71",,"63"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-11-23",,"74","82",
"PKM00041764","HYDERABAD AIRPORT, PK","2000-11-24",,"74","84","64"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-11-25",,"76","88",
"PKM00041764","HYDERABAD AIRPORT, PK","2000-11-26",,"78","90","63"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-11-27",,"74","83","66"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-11-28",,"75","82",
"PKM00041764","HYDERABAD AIRPORT, PK","2000-11-29",,"71","82","58"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-11-30",,"69","81","54"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-01",,"68","80",
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-02",,"67","81",
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-03",,"67","83",
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-04",,"69",,
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-06",,"73","91","55"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-07",,"75","91","61"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-08",,"70","80","61"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-09",,"67","80","59"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-10",,"63",,"56"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-11",,"72","82","57"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-12",,"71","85","59"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-13",,"71","84","57"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-14",,"71","85","58"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-16",,"72","85","61"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-17",,"69","78","61"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-18",,"69","77","58"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-19",,"62",,"57"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-20",,"64","75",
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-21",,"65","76","54"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-22",,"65","78",
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-23",,"67","81",
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-24",,"67",,"55"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-25",,"68","80","57"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-26",,"69","82","54"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-27",,"69","86","53"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-28",,"69","77",
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-29",,"61",,"55"
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-30",,"61",,
"PKM00041764","HYDERABAD AIRPORT, PK","2000-12-31",,"67","80","52"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-01-01",,"60",,"51"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-01-02",,"66","79",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-01-03",,"64","78","51"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-01-04",,"65","78","52"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-01-05",,"63",,
"PKM00041764","HYDERABAD AIRPORT, PK","2001-01-06",,"64","78",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-01-07",,"60","70","47"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-01-08",,"60","71","52"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-01-10",,"58",,"47"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-01-15",,"68","79",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-01-16",,"66","78","49"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-01-17",,"67","78","51"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-01-18",,"65","77",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-01-30",,"60","72",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-01-31",,"61","72",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-01",,"61","73","43"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-02",,"62","77",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-03",,"64","79",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-04",,"65","78","47"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-05",,"67","78","49"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-06",,"67","80","54"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-07",,"68","81","52"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-08",,"70","83","52"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-09",,"71",,"54"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-10",,"74",,
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-11",,"69","90","54"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-12",,"72","84",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-13",,"69",,"58"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-14",,"70","79","59"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-15",,"70","81","53"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-16",,"68",,"59"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-17",,"72","86","57"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-18",,"74","87","59"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-19",,"76","90","62"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-20",,"72",,"52"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-21",,"80","93",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-22",,"69",,"63"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-23",,"76","92","66"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-24",,"77","92",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-25",,"77","87","66"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-26",,"74","86","62"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-27",,"74","86","62"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-02-28",,"74",,
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-01",,"76","85","59"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-02",,"76","86","59"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-03",,"74","90","58"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-04",,"75","89","60"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-05",,"76","94","58"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-06",,"75","90",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-08",,"78","96","55"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-09",,"74",,"63"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-10",,"86","100","65"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-11",,"92","99",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-12",,"83","98",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-13",,"81","91","64"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-14",,"80","93","65"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-15",,"81","93","67"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-16",,"80","94",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-17",,"86","99","66"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-18",,"87","100",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-19",,"78",,"71"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-20",,"80",,"53"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-21",,"83","96",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-22",,"80","94","70"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-23",,"83","97","67"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-24",,"82",,"70"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-25",,"87","99","73"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-27",,"84","95","73"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-28",,"81",,"72"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-29",,"81",,
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-30",,"80","90","70"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-03-31",,"87","97","66"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-04-01",,"77",,"65"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-04-02",,"86",,"68"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-04-04",,"92","102",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-04-06",,"91","106","72"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-04-07",,"90","107","73"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-04-08",,"78",,"67"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-04-09",,"86","102","70"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-04-10",,"83","102","73"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-04-11",,"85","103",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-04-12","0.71","86","99","70"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-04-13","0.00","85","100","72"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-04-14",,"84","95","71"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-04-15",,"87","98","72"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-04-16",,"81","97","72"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-04-17",,"84","99","72"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-04-18",,"83","97",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-04-19",,"86","92",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-04-20",,"87",,"75"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-04-21",,"90","102","76"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-04-22",,"86","103","71"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-04-23",,"85",,"72"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-04-24",,"91","108","72"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-04-25",,"93","108",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-04-26",,"92",,"77"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-04-28",,"87",,"75"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-04-29",,"92","105","77"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-02",,"95","109",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-03",,"92","110","76"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-04",,"92","117","76"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-05",,"94",,"76"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-06",,"93",,"71"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-07",,"90","109","79"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-08",,"87","102","77"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-09",,"90","105",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-10",,"91","105","79"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-11",,"90","105","79"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-12",,"89","101","80"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-13",,"89","101","80"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-14",,"88","99","81"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-15",,"87","99","81"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-16",,"89","99",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-17",,"90","99",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-18",,"90","100","81"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-19",,"89","99","77"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-20",,"91","101","75"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-21",,"94","106","82"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-22",,"90","100","81"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-23",,"90","105","68"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-24",,"90","104","80"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-25",,"91","103","79"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-26",,"93","104",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-27",,"95","105","81"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-28",,"94","103","82"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-29",,"92","101","84"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-05-31",,"89","102",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-01",,"91","100","82"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-02",,"96",,
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-03",,"87",,"82"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-04",,"90","99","81"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-05",,"89","99","82"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-06",,"91","102","81"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-07",,"92","105",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-08",,"93","106","81"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-09",,"92","105",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-10",,"93","108","80"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-11",,"95","109",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-12",,"96","106","81"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-13",,"93","105","85"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-14",,"92","101","85"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-15",,"93",,"86"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-16",,"92","98",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-17",,"95","109","83"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-18",,"92","106","83"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-19",,"88",,"83"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-20",,"92","103","83"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-22",,"94","109",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-23",,"91",,
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-24",,"92","106","82"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-25",,"92","102",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-26",,"89","100","81"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-27",,"91","101","82"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-28",,"89","99","81"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-29",,"90","99","82"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-06-30",,"89","97","81"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-07-01",,"89","98","80"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-07-02",,"90","99","81"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-07-03",,"91","101","82"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-07-04",,"91","97",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-07-05","0.03","90","104",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-07-06","0.00","91","103","80"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-07-07",,"92","100",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-07-08",,"89",,"82"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-07-11",,"84","97",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-07-12",,"81","84","76"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-07-15",,"84",,"80"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-07-16",,"84","87",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-07-20",,"87",,
"PKM00041764","HYDERABAD AIRPORT, PK","2001-07-21",,"85","91","81"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-07-22","0.03","85","90","79"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-07-23","0.03","87","93","80"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-07-24","0.00","91","97",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-07-25","0.87","85","95","76"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-07-26","0.00","87","95","79"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-07-27",,"86","98","79"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-07-28",,"84",,
"PKM00041764","HYDERABAD AIRPORT, PK","2001-07-29",,"85","91","80"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-07-30",,"85",,"80"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-07-31",,"87","95","79"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-01",,"87","96","79"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-02",,"86","94","79"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-03",,"87","93",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-04",,"88","97","77"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-05",,"91",,
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-06","0.03","88","103","81"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-07","0.00","87","94","80"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-08",,"90","97","81"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-11","1.02","83",,"78"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-12",,"85",,"77"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-13",,"89","95","79"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-14",,"88","92","80"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-15",,"89","96",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-16",,"86","99","78"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-17",,"84",,"78"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-19",,"85","96","78"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-20",,"86","96","79"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-21",,"90","95",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-22",,"85",,"79"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-23",,"88",,
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-24",,"87",,
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-25",,"85","98","77"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-26",,"88","97","77"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-27",,"85",,"71"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-28",,"85","93",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-29",,"85",,
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-30",,"85","94","79"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-08-31",,"86",,
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-01",,"86","97","78"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-02",,"87","97",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-03",,"85","95","79"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-04",,"85",,
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-05",,"85",,"78"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-06",,"85","93","79"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-07",,"85",,"78"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-08",,"87","95","77"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-09",,"84","95","75"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-10",,"85","95",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-11",,"84",,
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-12",,"86","95","77"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-13",,"86","95","77"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-14",,"84","95","76"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-15",,"85","96","74"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-16",,"91","100","75"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-17",,"85",,"75"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-18",,"86","99","75"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-19",,"89","98",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-20",,"88","99",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-21",,"89","99",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-22",,"86","102","77"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-23",,"92","107",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-25",,"88",,
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-26",,"86","104",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-27",,"95","107","77"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-28",,"98","109",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-29",,"83",,"72"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-09-30",,"90","105","73"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-01",,"90","102","76"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-03",,"89","104","75"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-05",,"86",,"73"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-06",,"90","102","75"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-08",,"91","103","76"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-10",,"93","103",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-11",,"86","99",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-12",,"88","97","76"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-13",,"85","94","78"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-14",,"86",,"78"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-15",,"89","99",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-16",,"88","98","72"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-17",,"87","99","74"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-18",,"86","101","72"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-19",,"80",,
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-20",,"84","99",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-21",,"82",,"68"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-22",,"81",,"67"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-23",,"83","100","69"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-24",,"88","104","72"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-25",,"89","106","70"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-26",,"83","101",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-27",,"87","99",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-28",,"86","99",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-29",,"84","100","72"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-30",,"85","99","72"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-10-31",,"85","102","70"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-11-01",,"84","99","70"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-11-02",,"83","98","71"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-11-03",,"86","94","73"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-11-04",,"80","89",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-11-05",,"82","92",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-11-06",,"78",,"64"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-11-08",,"77","88","66"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-11-09",,"78","92","63"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-11-10",,"83","94",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-11-12",,"80","90",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-11-13",,"78","90","66"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-11-14",,"78","94",
"PKM00041764","HYDERABAD AIRPORT, PK","2001-11-15",,"78","96","60"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-11-16",,"79","92","63"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-11-17",,"80","90","63"
"PKM00041764","HYDERABAD AIRPORT, PK","2001-11-18",,"77","88","67"
