"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-02-14","0.00","64",,"55"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-02-15","0.00","68","78","55"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-02-16","0.00","71",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-02-17",,"65",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-02-18","0.00","61",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-02-22","0.00","75",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-02-23","0.00","76","87","64"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-02-24",,"71",,"67"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-02-25","0.00","71",,"63"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-02-26","0.00","69",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-02-27","0.00","69","78",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-03-02","0.00","70",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-03-04","0.00","71","83","58"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-03-06","0.00","74","86","60"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-03-07","0.00","72",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-03-08","0.00","75",,"62"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-03-09","0.00","69",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-03-10","0.00","80","94",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-03-11","0.00","78","85",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-03-12",,"73","87",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-03-13","0.00","74",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-03-14","0.00","77",,"66"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-03-15","0.00","80","94","67"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-03-16","0.00","78","92","66"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-03-17","0.00","82","97","68"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-03-19",,"80",,"65"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-03-21","0.00","80","90","70"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-03-22","0.00","74",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-03-23","0.00","67","83","58"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-03-24",,"73","89","57"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-03-25","0.00","75","90","61"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-03-26","0.00","77",,"60"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-03-28","0.00","78","90",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-03-29","0.00","75","84","56"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-03-30","0.00","77","88",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-03-31","0.00","78","90","63"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-04-01","0.00","79","89","65"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-04-02","0.00","82","94",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-04-05","0.00","80","97",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-04-06","0.00","83",,"71"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-04-07",,"84","99","73"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-04-08","0.00","80","95","69"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-04-09","0.00","84","99","67"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-04-11",,"90","101","73"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-04-13","0.00","82","99",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-04-14","0.00","88","100","72"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-04-15","0.00","88","100",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-04-16",,"86",,"74"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-04-17","0.00","83",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-04-18","0.00","82",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-04-19",,"91",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-04-20","0.00","86","103","74"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-04-21","0.00","83","101",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-04-22","0.00","90","103",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-04-23",,"82",,"74"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-04-24",,"92","108","75"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-04-25","0.00","86","106","75"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-04-26","0.00","89","106","74"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-04-27","0.00","89",,"76"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-04-28","0.00","91","110","76"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-04-29","0.00","87",,"75"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-04-30","0.00","87","96","77"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-01","0.00","92","105",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-02","0.00","94","103",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-03","0.00","86",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-04","0.00","94","103",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-05","0.00","91","105","77"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-07","0.08","92",,"79"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-08","0.00","91","109","78"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-09","0.00","95","112",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-10","0.00","96","111",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-11","0.00","96","113",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-12","0.00","94","111",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-13",,"92",,"83"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-14","0.00","89","104","81"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-15","0.00","89","106","81"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-17","0.00","91",,"80"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-18","0.00","91",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-19","0.00","91","105",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-21","0.00","88","104","78"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-22",,"91","104","77"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-23","0.00","89",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-24","0.00","88","100","78"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-25",,"89","100","77"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-26","0.00","88","100","81"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-27","0.00","90","103",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-28","0.00","91","100",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-29","0.00","94",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-30","0.00","89","101",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-05-31",,"92",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-06-01",,"93","104","79"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-06-03","0.00","95",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-06-05","0.00","91",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-06-07","0.00","90",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-06-08","0.00","89","103","80"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-06-10","0.00","93",,"73"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-06-11","0.00","89",,"81"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-06-12","0.00","92","105",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-06-13","0.00","92","104",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-06-15","0.00","89","107",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-06-16","0.00","97","108",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-06-17","0.00","87","103","83"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-06-18","0.00","94","101",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-06-19","0.00","89","100",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-06-20","0.00","91","100",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-06-22","0.00","90",,"84"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-06-23","0.00","89","96",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-06-25","0.00","87",,"82"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-06-26","0.00","90","99","81"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-06-27","0.00","92","102","82"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-06-28","0.00","90",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-06-29","0.00","90","101",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-06-30","0.00","87",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-02",,"91",,"84"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-03","0.00","92","102","85"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-04","0.00","90",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-05","0.00","92","105",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-06","0.00","90",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-08","0.00","90","101","82"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-09","0.00","86",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-10","0.00","90","102",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-11",,"92",,"75"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-12","0.00","91","98",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-13","0.00","87","98",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-14","0.00","92","102",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-15","0.00","87","96",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-16","0.00","87","96","81"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-17","0.00","89","96",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-18","0.00","86",,"82"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-19","0.00","88","97",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-20","0.00","86","96",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-21","0.00","88","96","81"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-22","0.00","85","98","81"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-23","0.00","89","101","80"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-24","0.00","90",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-25","0.00","87",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-26",,"89","96",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-27","0.00","83","90",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-28","0.00","87","94","80"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-07-29","0.00","89",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-08-02",,"89","95","80"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-08-03","0.00","87","98","80"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-08-04",,"90","98","81"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-08-05",,"91","99",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-08-06",,"83",,"78"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-08-13","0.00","84",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-08-15","0.00","87","99","78"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-08-20","0.00","85","93","80"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-08-21","0.00","86",,"80"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-08-22",,"87",,"80"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-08-24","0.00","88","100",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-08-25","0.00","87",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-08-28","0.00","86","92","79"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-08-29","0.00","85","92","79"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-08-30","0.00","86","95","78"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-01",,"91","99","77"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-02",,"83","97","78"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-03","0.00","83",,"77"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-04",,"89",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-05","0.00","84","93","80"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-06","0.00","87","95","79"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-07",,"84",,"79"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-08","0.00","87","97","79"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-09",,"86",,"79"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-10","0.00","86","95","79"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-11","0.00","85","94",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-12","0.00","87",,"79"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-13","0.00","85","95","78"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-14","0.00","85","95","77"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-15","0.00","86","94",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-16","0.00","82","93","59"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-17","0.00","76","91",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-18","0.00","78","90","59"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-19","0.00","81","94",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-20","0.00","82",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-22","0.00","92",,"62"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-23","0.00","88","100",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-24","0.00","87",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-25","0.00","85","98",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-26","0.00","87","96","80"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-27","0.00","87","95","80"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-28","0.00","86","95","80"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-29",,"85",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-09-30",,"88","97",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-01","0.00","86","98","77"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-02","0.00","87","99","76"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-03","0.00","86","99","75"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-04","0.00","85","97","74"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-05","0.00","85",,"74"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-06","0.00","85","100",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-07","0.00","87","100","73"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-08","0.00","82","99","76"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-09","0.00","87","99",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-10",,"88",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-11","0.00","88","102","74"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-12","0.00","88","103","76"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-13","0.00","88","102",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-14","0.00","85",,"72"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-15","0.00","87",,"75"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-16","0.00","87","105","71"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-17","0.00","86","100","73"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-18","0.00","80","94","67"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-19","0.00","81",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-20","0.00","79","89","67"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-21","0.00","79","91","67"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-22","0.00","82","90","72"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-23","0.00","78",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-24","0.00","78","93","63"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-25","0.00","81","93",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-26","0.00","78","93","63"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-27",,"80","94","62"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-28","0.00","83","95",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-29","0.00","85","98",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-30","0.00","83","100","71"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-10-31","0.00","82","99","68"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-11-01","0.00","86","96",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-11-02","0.00","79","91","66"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-11-03","0.00","78","86","71"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-11-04","0.00","83","91",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-11-05","0.00","82","95","67"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-11-08","0.00","77","93","67"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-11-09","0.00","79",,"69"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-11-10","0.00","78","90","69"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-11-11","0.00","80","92","69"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-11-12","0.00","77",,"67"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-11-13",,"79","90","63"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-11-14","0.00","76",,"68"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-11-15","0.00","76","91","64"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-11-16","0.00","78",,"67"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-11-18","0.00","74","88","64"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-11-19","0.00","75","85","66"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-11-20","0.00","74","82","68"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-11-21","0.00","70",,"63"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-11-22","0.00","70","81","63"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-11-24","0.00","69",,"61"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-11-27","0.00","65",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-11-28","0.00","71","81","60"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-11-29","0.00","68",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-12-04","0.00","72",,"64"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-12-08",,"67","80",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-12-09","0.00","69",,"59"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-12-10","0.00","70","79",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-12-11","0.00","67","80","58"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-12-14",,"71",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-12-18",,"63","71","52"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-12-19",,"58",,"52"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-12-20","0.00","62","79","47"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-12-21","0.00","71",,
"PKM00041764","HYDERABAD AIRPORT, PK","1990-12-22","0.00","67","82",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-12-23",,"72","84","55"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-12-24","0.00","66","78","58"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-12-26","0.00","68","76",
"PKM00041764","HYDERABAD AIRPORT, PK","1990-12-27","0.00","65","79","58"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-12-30","0.00","53","64","45"
"PKM00041764","HYDERABAD AIRPORT, PK","1990-12-31","0.00","51",,"39"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-01-01","0.00","54","69","40"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-01-03",,"51",,"45"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-01-04","0.00","59","75","44"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-01-05","0.00","61","69",
"PKM00041764","HYDERABAD AIRPORT, PK","1991-01-06","0.00","62","71",
"PKM00041764","HYDERABAD AIRPORT, PK","1991-01-08","0.00","55","66","49"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-01-09","0.00","56","68",
"PKM00041764","HYDERABAD AIRPORT, PK","1991-01-10","0.00","57","71",
"PKM00041764","HYDERABAD AIRPORT, PK","1991-01-11","0.00","56",,"49"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-01-12",,"64","76","49"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-01-14","0.00","63","72",
"PKM00041764","HYDERABAD AIRPORT, PK","1991-01-15","0.00","59",,"33"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-01-16",,"62",,"49"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-01-18","0.00","65","77","51"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-01-19","0.00","67","81","49"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-01-20","0.00","71",,
"PKM00041764","HYDERABAD AIRPORT, PK","1991-01-21","0.00","67",,
"PKM00041764","HYDERABAD AIRPORT, PK","1991-01-22",,"76","85",
"PKM00041764","HYDERABAD AIRPORT, PK","1991-01-23","0.00","71","83","59"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-01-24",,"71","79",
"PKM00041764","HYDERABAD AIRPORT, PK","1991-01-25","0.00","66","79","58"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-01-26","0.00","65",,"58"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-01-29","0.00","73","81",
"PKM00041764","HYDERABAD AIRPORT, PK","1991-01-30","0.00","69",,
"PKM00041764","HYDERABAD AIRPORT, PK","1991-01-31","0.00","66","80","57"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-02-01",,"70","81","57"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-02-02","0.00","74",,
"PKM00041764","HYDERABAD AIRPORT, PK","1991-02-03",,"74","81",
"PKM00041764","HYDERABAD AIRPORT, PK","1991-02-04","0.00","71","82","55"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-02-05","0.00","70","85","58"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-02-06","0.00","72","80","66"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-02-07","0.00","65","68",
"PKM00041764","HYDERABAD AIRPORT, PK","1991-02-08","0.00","66",,
"PKM00041764","HYDERABAD AIRPORT, PK","1991-02-09","0.00","73","84",
"PKM00041764","HYDERABAD AIRPORT, PK","1991-02-10","0.00","67","72","55"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-02-11","0.00","67",,"58"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-02-12","0.00","64","78","50"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-02-14",,"67","75","62"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-02-15","0.00","60","68",
"PKM00041764","HYDERABAD AIRPORT, PK","1991-02-16",,"63",,
"PKM00041764","HYDERABAD AIRPORT, PK","1991-02-18","0.00","63","73","45"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-02-20","0.00","64","76",
"PKM00041764","HYDERABAD AIRPORT, PK","1991-02-23","0.00","72",,
"PKM00041764","HYDERABAD AIRPORT, PK","1991-02-25","0.00","74","81",
"PKM00041764","HYDERABAD AIRPORT, PK","1991-02-26","0.00","68",,"60"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-02-27",,"60",,"55"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-02-28","0.00","71","81","57"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-01",,"70","80","61"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-02","0.00","69",,"61"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-03","0.00","66","71","61"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-04","0.00","71","85","60"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-05",,"71","81","61"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-06","0.00","71","82","60"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-07","0.00","72",,"59"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-08","0.00","76","90","63"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-09","0.00","71",,"64"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-10","0.00","76","88","66"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-11","0.00","77","92","59"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-12","0.00","76","93",
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-13","0.00","77","91",
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-14","0.00","75","91","63"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-15","0.00","74","88",
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-16","0.00","77","92","63"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-17","0.00","78","97","65"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-20",,"75","88","61"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-21","0.00","76",,
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-22","0.00","79","92","66"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-24","0.00","77",,
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-25",,"80","98","66"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-26","0.00","86","98",
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-27","0.00","84","97","72"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-28","0.00","90","103",
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-29","0.00","86",,"78"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-30",,"92","104","81"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-03-31","0.00","88","104","74"
"PKM00041764","HYDERABAD AIRPORT, PK","1991-04-01","0.00","81","96",
"PKM00041764","HYDERABAD AIRPORT, PK","1991-04-02","0.00","80","96",
"PKM00041764","HYDERABAD AIRPORT, PK","1991-04-05","0.00","85","99",
"PKM00041764","HYDERABAD AIRPORT, PK","1991-04-06","0.00","83",,
